eventIndex,price_median15,price_delta15,bedrooms_delta15,view_delta15,bedsView_delta15,bathrooms_delta15,grade_delta15,bathsGrade_delta15,sqft_living_delta15,sqft_above_delta15,sqft_basement_delta15,sqft_lot_delta15,floors_delta15,waterfront_delta15,condition_delta15,building_age_delta15,interior_age_delta15
1683,624900.0,249250.0,0.0,1.0,4.0,1.0,2.0,16.0,1110.0,670.0,290.0,1780.0,1.0,0.0,0.0,-19.0,-14.0
1684,502700.0,-32700.0,-1.0,0.0,-1.0,-0.25,0.0,0.0,-330.0,670.0,0.0,-2338.0,1.0,0.0,0.0,-25.0,-19.0
1685,581000.0,-207000.0,-1.0,0.0,-1.0,-0.25,-1.0,-4.0,-190.0,170.0,0.0,-194.0,0.0,0.0,1.0,2.0,25.0
1686,350000.0,160000.0,0.0,0.0,-1.0,0.25,0.0,2.0,-441.0,-182.0,0.0,87405.0,0.5,0.0,2.0,-4.0,-4.0
1687,489000.0,-22000.0,0.0,0.0,0.0,0.25,0.0,3.0,-120.0,-120.0,0.0,-69.0,0.0,0.0,0.0,-1.0,-1.0
1688,379900.0,196100.0,1.0,0.0,1.0,0.5,1.0,7.0,700.0,1100.0,0.0,18405.0,1.0,0.0,0.0,-34.0,-34.0
1689,199950.0,-3510.0,0.0,0.0,0.0,0.25,0.0,0.0,-30.0,-30.0,0.0,-2645.0,0.0,0.0,0.0,-33.0,-33.0
1690,862000.0,-37000.0,0.0,0.0,0.0,0.0,-1.0,-2.0,20.0,80.0,0.0,-34.0,0.0,0.0,0.0,-3.0,-3.0
1691,375000.0,-94000.0,-1.0,0.0,-1.0,-1.5,0.0,-12.0,-590.0,-540.0,0.0,-2400.0,-1.0,0.0,-1.0,1.0,1.0
1692,480000.0,-154000.0,0.0,0.0,0.0,0.75,0.0,6.0,-98.0,502.0,-480.0,-6368.0,2.0,0.0,0.0,-42.0,-42.0
1693,416000.0,-76000.0,0.0,0.0,-1.0,-0.25,0.0,-2.0,-400.0,-350.0,0.0,-24220.0,-0.5,0.0,1.0,4.0,12.0
1694,290000.0,150000.0,2.0,0.0,2.0,-0.5,1.0,-2.0,1420.0,150.0,1800.0,9636.0,0.0,0.0,-1.0,-8.0,-7.0
1695,625000.0,124000.0,0.0,0.0,0.0,0.0,1.0,0.0,420.0,690.0,-530.0,1699.0,0.5,0.0,0.0,-19.0,-19.0
1696,383001.0,-43001.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,-1267.0,0.5,0.0,-1.0,0.0,0.0
1697,464600.0,96400.0,0.0,0.0,0.0,0.25,0.0,2.0,720.0,880.0,0.0,1000.0,1.0,0.0,-1.0,21.0,-49.0
1698,251000.0,19000.0,0.0,0.0,0.0,0.25,0.0,2.0,-10.0,-190.0,360.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1699,675000.0,-75000.0,-1.0,0.0,-1.0,-1.5,-1.0,-16.0,-550.0,-150.0,-310.0,2314.0,-1.0,0.0,1.0,87.0,26.0
1700,199500.0,20400.0,1.0,0.0,1.0,0.0,0.0,0.0,-40.0,0.0,0.0,227.0,0.0,0.0,-1.0,0.0,0.0
1701,395000.0,222000.0,0.0,-2.0,-6.0,0.0,1.0,-2.0,830.0,910.0,0.0,212385.0,1.0,0.0,0.0,-15.0,-15.0
1702,425000.0,44000.0,-1.0,0.0,-1.0,0.0,1.0,2.0,50.0,490.0,-300.0,-2054.0,1.0,0.0,0.0,-12.0,-12.0
1703,235000.0,-6000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-170.0,-10.0,0.0,48228.0,0.0,0.0,0.0,26.0,27.0
1704,1320000.0,-50000.0,0.0,0.0,0.0,0.5,0.0,2.0,-50.0,-210.0,520.0,-2922.0,0.5,0.0,1.0,0.0,0.0
1705,325000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,110.0,350.0,-173.0,0.0,0.0,0.0,-8.0,-8.0
1706,355000.0,74000.0,0.0,0.0,0.0,0.0,1.0,0.0,600.0,600.0,0.0,2181.0,0.0,0.0,0.0,9.0,9.0
1707,395000.0,155000.0,1.0,0.0,1.0,0.0,1.0,2.0,720.0,1010.0,0.0,-2972.0,0.0,0.0,0.0,-2.0,-2.0
1708,565000.0,-112000.0,0.0,-1.0,-5.0,0.5,-1.0,0.0,-760.0,-250.0,40.0,-1176.0,0.0,0.0,1.0,20.0,20.0
1709,242550.0,-55050.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-630.0,-180.0,-470.0,-1800.0,0.0,0.0,1.0,2.0,2.0
1710,400000.0,120500.0,3.0,0.0,3.0,0.5,0.0,4.0,150.0,250.0,-160.0,6100.0,0.0,0.0,1.0,6.0,6.0
1711,262500.0,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,-190.0,0.0,4055.0,0.0,0.0,1.0,-10.0,-10.0
1712,555000.0,244000.0,0.0,0.0,0.0,1.5,2.0,17.0,1090.0,1040.0,150.0,-1041.0,1.0,0.0,0.0,-54.0,-54.0
1713,350000.0,-12000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-592.0,0.0,0.0,0.0,1.0,1.0
1714,613000.0,187000.0,0.0,0.0,0.0,-1.0,1.0,-9.0,110.0,200.0,0.0,306.0,0.0,0.0,1.0,15.0,15.0
1715,582000.0,-222000.0,-1.0,0.0,0.0,0.25,-2.0,0.0,-640.0,-730.0,260.0,-1761.0,0.0,0.0,1.0,4.0,8.0
1716,475000.0,-32500.0,2.0,0.0,2.0,0.25,-1.0,2.0,960.0,-140.0,1230.0,2490.0,0.0,0.0,0.0,0.0,0.0
1717,327000.0,373000.0,1.0,1.0,8.0,-1.0,-1.0,-11.0,-690.0,-690.0,0.0,1615859.0,0.0,0.0,0.0,66.0,66.0
1718,870000.0,-40000.0,1.0,0.0,1.0,0.75,0.0,5.0,460.0,-300.0,700.0,-4043.0,-1.0,0.0,1.0,-1.0,-1.0
1719,415000.0,-54600.0,0.0,0.0,0.0,0.25,1.0,5.0,-240.0,140.0,0.0,5198.0,0.0,0.0,0.0,14.0,14.0
1720,470500.0,-125500.0,0.0,0.0,0.0,-1.25,-1.0,-12.0,-600.0,-170.0,0.0,-509.0,0.0,0.0,1.0,5.0,5.0
1721,381000.0,-81000.0,0.0,0.0,0.0,0.0,0.0,-2.0,120.0,-80.0,400.0,31497.0,0.0,0.0,0.0,2.0,8.0
1722,555000.0,-205000.0,-1.0,0.0,-1.0,-1.5,-1.0,-17.0,-1380.0,-760.0,0.0,1939.0,0.0,0.0,2.0,20.0,20.0
1723,410000.0,-42000.0,1.0,0.0,1.0,-0.5,-1.0,-7.0,-30.0,-660.0,960.0,28080.0,-1.0,0.0,0.0,17.0,17.0
1724,264500.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,190.0,0.0,-1023.0,0.0,0.0,0.0,4.0,4.0
1725,454450.0,-19450.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-10.0,-460.0,450.0,6709.0,-1.0,0.0,0.0,-1.0,-1.0
1726,300000.0,-100000.0,0.0,0.0,0.0,-0.25,-1.0,-3.0,170.0,660.0,0.0,7997.0,0.5,0.0,0.0,60.0,60.0
1727,610000.0,10000.0,2.0,0.0,2.0,0.75,1.0,9.0,700.0,550.0,80.0,-1168.0,1.0,0.0,1.0,12.0,13.0
1728,830000.0,850000.0,1.0,0.0,1.0,2.25,2.0,29.0,2580.0,1630.0,1110.0,666.0,1.0,0.0,-1.0,-51.0,-50.0
1729,235000.0,102000.0,0.0,0.0,0.0,0.75,0.0,6.0,300.0,-400.0,700.0,0.0,-0.5,0.0,1.0,19.0,19.0
1730,1580000.0,350000.0,0.0,0.0,0.0,0.75,2.0,11.0,330.0,2030.0,-850.0,1116.0,1.0,0.0,1.0,-12.0,-5.0
1731,679950.0,-135450.0,0.0,0.0,0.0,0.0,-2.0,-5.0,-620.0,-1190.0,780.0,-2397.0,-1.0,0.0,2.0,18.0,18.0
1732,650000.0,-398000.0,-2.0,4.0,2.0,-1.5,-3.0,-16.0,-1140.0,-1020.0,-130.0,-3192.0,-1.0,0.0,-3.0,44.0,-21.0
1733,291700.0,153300.0,1.0,0.0,1.0,0.75,1.0,9.0,940.0,1270.0,-290.0,-343.0,1.0,0.0,0.0,-61.0,-61.0
1734,347950.0,31550.0,-1.0,0.0,-1.0,0.0,0.0,0.0,100.0,370.0,0.0,-294.0,1.0,0.0,0.0,-11.0,-11.0
1735,210000.0,-20050.0,1.0,0.0,1.0,0.0,0.0,2.0,210.0,-770.0,1000.0,-1775.0,-0.5,0.0,0.0,-2.0,1.0
1736,512500.0,-43500.0,0.0,0.0,0.0,-1.25,-2.0,-13.0,-500.0,-280.0,0.0,1610.0,-0.5,0.0,2.0,34.0,34.0
1737,900000.0,-300000.0,1.0,0.0,1.0,-0.5,-3.0,-11.0,-820.0,-1880.0,1400.0,37873.0,-1.0,0.0,2.0,7.0,7.0
1738,625000.0,160000.0,-1.0,2.0,5.0,0.0,0.0,0.0,-60.0,250.0,0.0,4811.0,0.0,0.0,0.0,-2.0,-2.0
1739,348000.0,24000.0,0.0,0.0,0.0,0.25,0.0,2.0,80.0,80.0,0.0,3411.0,0.0,0.0,1.0,12.0,12.0
1740,348000.0,97000.0,1.0,0.0,1.0,0.5,0.0,4.0,1720.0,1720.0,0.0,1725.0,0.0,0.0,0.0,-1.0,-1.0
1741,549000.0,-41000.0,0.0,0.0,0.0,-0.25,0.0,0.0,640.0,240.0,320.0,17503.0,0.5,0.0,0.0,-8.0,-8.0
1742,780000.0,0.0,2.0,0.0,2.0,-0.5,0.0,-2.0,-80.0,430.0,-540.0,622.0,0.5,0.0,0.0,26.0,34.0
1743,480000.0,61100.0,0.0,0.0,0.0,-0.25,2.0,3.0,10.0,880.0,-840.0,-1431.0,1.0,0.0,0.0,1.0,1.0
1744,690000.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,608.0,0.0,0.0,0.0,1.0,1.0
1745,255000.0,142000.0,0.0,2.0,6.0,0.0,0.0,0.0,90.0,230.0,0.0,125489.0,0.0,0.0,2.0,23.0,25.0
1746,525000.0,-73445.0,-1.0,1.0,1.0,-0.5,-1.0,-5.0,-410.0,170.0,-340.0,-1230.0,0.0,0.0,0.0,35.0,-24.0
1747,340895.0,-40895.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-410.0,-100.0,0.0,-346.0,0.0,0.0,0.0,3.0,3.0
1748,410000.0,6000.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-180.0,-590.0,600.0,3142.0,0.0,0.0,2.0,9.0,9.0
1749,509250.0,-19250.0,-1.0,0.0,-1.0,-0.5,-1.0,-5.0,-460.0,-490.0,140.0,-1020.0,-0.5,0.0,0.0,-3.0,-2.0
1750,384500.0,95500.0,3.0,0.0,3.0,2.25,0.0,19.0,1320.0,1810.0,0.0,-225.0,1.0,0.0,-1.0,12.0,-49.0
1751,580000.0,-212000.0,-1.0,0.0,-1.0,0.25,0.0,2.0,-850.0,-410.0,-300.0,-3858.0,0.0,0.0,-1.0,-56.0,-50.0
1752,929950.0,110050.0,-1.0,0.0,-1.0,-0.25,1.0,3.0,1020.0,1070.0,0.0,-276.0,0.0,0.0,0.0,4.0,4.0
1753,625000.0,-80000.0,-1.0,1.0,2.0,0.5,0.0,5.0,30.0,-20.0,50.0,-2120.0,0.0,0.0,0.0,1.0,1.0
1754,815000.0,35000.0,1.0,0.0,1.0,0.25,1.0,5.0,30.0,270.0,0.0,4211.0,0.0,0.0,0.0,-1.0,-1.0
1755,295000.0,255000.0,1.0,0.0,1.0,1.75,3.0,25.0,2080.0,2290.0,0.0,-1023.0,1.0,0.0,0.0,-18.0,-18.0
1756,577500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,60.0,0.0,-967.0,0.0,0.0,0.0,2.0,2.0
1757,464500.0,70500.0,0.0,0.0,0.0,0.0,1.0,3.0,240.0,230.0,1010.0,2256.0,0.0,0.0,0.0,0.0,7.0
1758,389100.0,210850.0,0.0,0.0,0.0,1.5,1.0,15.0,1110.0,1330.0,-110.0,-78.0,1.0,0.0,0.0,-57.0,-57.0
1759,480000.0,51000.0,2.0,0.0,1.0,0.5,1.0,5.0,220.0,170.0,240.0,-489.0,-0.5,0.0,0.0,-2.0,-2.0
1760,524400.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,680.0,-140.0,-815.0,1.0,0.0,0.0,5.0,5.0
1761,832500.0,-235174.0,0.0,0.0,0.0,2.0,2.0,26.0,1480.0,1080.0,270.0,-2550.0,1.0,0.0,-1.0,-56.0,-49.0
1762,585000.0,220000.0,0.0,0.0,0.0,0.0,1.0,2.0,740.0,790.0,0.0,-5179.0,0.0,0.0,-1.0,-19.0,-19.0
1763,371000.0,19000.0,1.0,0.0,0.0,-0.5,0.0,-4.0,360.0,450.0,0.0,-1148.0,0.0,0.0,0.0,0.0,0.0
1764,569000.0,-81750.0,1.0,0.0,1.0,0.5,0.0,4.0,220.0,170.0,140.0,-750.0,0.0,0.0,-1.0,20.0,20.0
1765,440000.0,-139000.0,-1.0,0.0,-1.0,-1.0,0.0,-8.0,-1490.0,-430.0,-160.0,-1468.0,0.0,0.0,0.0,-5.0,-5.0
1766,980000.0,200000.0,1.0,2.0,11.0,0.25,0.0,3.0,130.0,340.0,-70.0,1898.0,0.0,0.0,0.0,1.0,2.0
1767,285000.0,14000.0,1.0,0.0,0.0,0.75,0.0,6.0,230.0,740.0,0.0,-3000.0,1.0,0.0,0.0,-61.0,-61.0
1768,1360000.0,990000.0,0.0,3.0,12.0,-0.25,0.0,-3.0,1460.0,2030.0,260.0,15499.0,0.5,0.0,1.0,77.0,6.0
1769,315000.0,85000.0,1.0,0.0,1.0,0.75,1.0,8.0,820.0,1340.0,-450.0,-736.0,1.5,0.0,0.0,-56.0,-56.0
1770,475000.0,-7500.0,0.0,0.0,0.0,0.25,0.0,2.0,1130.0,610.0,760.0,-182.0,0.0,0.0,0.0,3.0,3.0
1771,236000.0,69000.0,1.0,0.0,1.0,0.5,1.0,7.0,870.0,1040.0,-340.0,523.0,1.0,0.0,0.0,-9.0,-9.0
1772,387000.0,-177000.0,0.0,0.0,0.0,-0.75,-2.0,-8.0,-340.0,-170.0,0.0,253705.0,0.0,0.0,0.0,32.0,32.0
1773,310000.0,-10000.0,0.0,0.0,0.0,-0.5,-1.0,-4.0,-250.0,-250.0,0.0,2668.0,0.0,0.0,0.0,-11.0,-11.0
1774,335000.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.0,-350.0,440.0,907.0,0.0,0.0,0.0,-2.0,-2.0
1775,260000.0,9000.0,0.0,0.0,0.0,0.25,0.0,2.0,-430.0,-320.0,0.0,-1189.0,0.0,0.0,0.0,-23.0,-23.0
1776,850000.0,125000.0,0.0,0.0,3.0,0.75,0.0,8.0,770.0,-500.0,1580.0,9572.0,-1.0,0.0,-1.0,10.0,10.0
1777,370350.0,-15350.0,0.0,0.0,0.0,-0.75,0.0,-8.0,-220.0,-40.0,-60.0,360.0,0.0,0.0,1.0,31.0,31.0
1778,650000.0,62000.0,0.0,0.0,0.0,-1.5,-1.0,-12.0,-440.0,-320.0,100.0,2220.0,-0.5,0.0,1.0,96.0,103.0
1779,905000.0,-22000.0,0.0,0.0,0.0,0.25,0.0,1.0,-220.0,-220.0,0.0,-2044.0,0.0,0.0,0.0,-4.0,-2.0
1780,241250.0,-51250.0,-1.0,0.0,-1.0,-0.75,-1.0,-7.0,-660.0,-560.0,0.0,3752.0,0.0,0.0,-1.0,-5.0,-1.0
1781,434900.0,8100.0,0.0,0.0,0.0,0.0,0.0,-2.0,-390.0,-160.0,330.0,-747.0,0.0,0.0,0.0,0.0,1.0
1782,780000.0,140000.0,0.0,0.0,0.0,0.5,0.0,8.0,570.0,570.0,0.0,1274.0,0.0,0.0,0.0,22.0,22.0
1783,217000.0,68000.0,1.0,0.0,1.0,0.5,0.0,4.0,650.0,20.0,470.0,1050.0,0.0,0.0,1.0,-1.0,-1.0
1784,412000.0,489000.0,1.0,0.0,1.0,1.75,0.0,15.0,120.0,400.0,-120.0,-1020.0,0.0,0.0,0.0,28.0,29.0
1785,510000.0,42500.0,0.0,0.0,0.0,-0.25,0.0,-4.0,740.0,260.0,380.0,1375.0,-0.5,0.0,0.0,-7.0,12.0
1786,230000.0,26000.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-260.0,-260.0,0.0,0.0,0.0,0.0,0.0,42.0,12.0
1787,330000.0,11000.0,0.0,0.0,0.0,0.5,0.0,4.0,280.0,370.0,0.0,-1265.0,0.5,0.0,1.0,-1.0,-1.0
1788,300000.0,-21000.0,0.0,0.0,0.0,0.0,0.0,-2.0,210.0,680.0,-600.0,-74.0,1.0,0.0,0.0,-7.0,-7.0
1789,998000.0,-312000.0,0.0,-2.0,-8.0,-0.25,-1.0,-5.0,-1190.0,-390.0,-350.0,-300.0,0.0,0.0,0.0,2.0,2.0
1790,415000.0,-190000.0,-1.0,0.0,-1.0,-1.0,-1.0,-9.0,-790.0,-510.0,0.0,-58933.0,0.0,0.0,1.0,5.0,12.0
1791,216000.0,-500.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,-590.0,-590.0,0.0,4215.0,0.0,0.0,0.0,6.0,6.0
1792,645000.0,305000.0,1.0,0.0,1.0,1.25,0.0,10.0,600.0,180.0,820.0,1400.0,0.0,0.0,0.0,5.0,6.0
1793,635000.0,-132000.0,1.0,2.0,9.0,0.0,1.0,5.0,-60.0,-220.0,1070.0,88731.0,0.0,0.0,0.0,-5.0,-5.0
1794,615000.0,165000.0,-1.0,0.0,-1.0,0.0,1.0,2.0,470.0,830.0,-360.0,-2027.0,0.5,0.0,0.0,-20.0,-20.0
1795,252500.0,-40500.0,1.0,0.0,1.0,0.0,-1.0,0.0,90.0,-210.0,300.0,-300.0,0.0,0.0,2.0,11.0,11.0
1796,407000.0,173000.0,1.0,0.0,1.0,1.25,0.0,8.0,1130.0,530.0,620.0,-490.0,0.0,0.0,0.0,-36.0,-36.0
1797,400000.0,65000.0,1.0,0.0,1.0,0.75,0.0,6.0,370.0,960.0,-520.0,-859.0,1.0,0.0,0.0,-74.0,-69.0
1798,199950.0,6050.0,1.0,0.0,1.0,0.0,1.0,2.0,190.0,330.0,0.0,-8440.0,0.0,0.0,0.0,19.0,19.0
1799,845000.0,-230000.0,-1.0,0.0,-1.0,0.0,-1.0,-3.0,-520.0,-520.0,0.0,-1272.0,0.0,0.0,0.0,-1.0,-1.0
1800,445000.0,74000.0,1.0,0.0,1.0,0.0,-1.0,-1.0,80.0,460.0,-200.0,959.0,0.0,0.0,2.0,17.0,18.0
1801,1050000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,170.0,0.0,-666.0,0.0,0.0,0.0,0.0,0.0
1802,336500.0,-6500.0,1.0,0.0,1.0,0.0,0.0,0.0,540.0,730.0,0.0,-3783.0,1.0,0.0,0.0,-22.0,-22.0
1803,255000.0,-15000.0,1.0,0.0,1.0,0.5,1.0,6.0,370.0,520.0,0.0,553.0,0.0,0.0,0.0,-11.0,-11.0
1804,653000.0,-79000.0,-1.0,0.0,-1.0,-0.5,0.0,-5.0,-180.0,-100.0,0.0,-313.0,-1.0,0.0,1.0,1.0,1.0
1805,260000.0,670000.0,1.0,0.0,1.0,2.0,3.0,31.0,3740.0,4050.0,0.0,10633.0,0.5,0.0,0.0,-23.0,-23.0
1806,860000.0,-10000.0,0.0,0.0,0.0,0.5,-1.0,-1.0,-590.0,-590.0,0.0,134320.0,0.0,0.0,0.0,25.0,-7.0
1807,355000.0,60000.0,0.0,0.0,0.0,0.5,0.0,4.0,150.0,0.0,400.0,74.0,0.0,0.0,0.0,-2.0,-2.0
1808,320000.0,160000.0,0.0,0.0,0.0,1.0,0.0,8.0,1110.0,300.0,1020.0,6834.0,-0.5,0.0,2.0,57.0,57.0
1809,267500.0,32500.0,2.0,0.0,1.0,-0.75,0.0,-6.0,350.0,590.0,0.0,-125.0,0.0,0.0,0.0,8.0,8.0
1810,417000.0,22000.0,1.0,0.0,1.0,0.5,0.0,4.0,790.0,1130.0,0.0,-97.0,1.0,0.0,0.0,0.0,0.0
1811,431000.0,19000.0,-1.0,0.0,-1.0,-0.75,0.0,-6.0,-810.0,-550.0,0.0,24422.0,-1.0,0.0,0.0,43.0,43.0
1812,800000.0,-211000.0,-1.0,0.0,-1.0,-1.0,-1.0,-12.0,-680.0,-680.0,0.0,138223.0,-1.0,0.0,0.0,13.0,13.0
1813,472500.0,4500.0,0.0,0.0,0.0,-0.25,-1.0,-5.0,-440.0,-440.0,0.0,301.0,0.0,0.0,0.0,2.0,2.0
1814,529100.0,58400.0,1.0,0.0,1.0,0.5,1.0,8.0,90.0,20.0,220.0,0.0,0.0,0.0,0.0,2.0,2.0
1815,1200000.0,120000.0,0.0,0.0,0.0,0.0,1.0,2.0,600.0,890.0,-300.0,1105.0,0.0,0.0,-1.0,1.0,1.0
1816,1650000.0,-220000.0,0.0,0.0,0.0,-0.25,1.0,1.0,130.0,770.0,-300.0,7489.0,1.0,0.0,-1.0,-3.0,-2.0
1817,640000.0,60000.0,1.0,0.0,-1.0,-0.25,1.0,-2.0,100.0,-270.0,350.0,3660.0,0.5,0.0,0.0,9.0,13.0
1818,350000.0,-75000.0,-1.0,0.0,-1.0,-0.5,-1.0,-5.0,-270.0,60.0,0.0,-2031.0,0.0,0.0,0.0,7.0,7.0
1819,335000.0,32500.0,0.0,0.0,0.0,-0.75,0.0,-6.0,150.0,-170.0,500.0,1207.0,0.0,0.0,0.0,-2.0,-2.0
1820,450000.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.0,-310.0,0.0,-3028.0,0.0,0.0,0.0,1.0,1.0
1821,572500.0,34500.0,2.0,0.0,2.0,0.0,1.0,2.0,320.0,100.0,100.0,-172.0,0.0,0.0,0.0,-10.0,-3.0
1822,343000.0,-88000.0,0.0,0.0,0.0,0.25,0.0,0.0,370.0,-260.0,860.0,1910.0,0.0,0.0,0.0,6.0,6.0
1823,585000.0,-84000.0,-1.0,0.0,-1.0,0.25,-1.0,0.0,-320.0,-360.0,290.0,-2072.0,0.0,0.0,1.0,5.0,8.0
1824,590000.0,-140000.0,0.0,0.0,0.0,-0.75,0.0,-6.0,-760.0,-210.0,-540.0,-350.0,0.0,0.0,0.0,1.0,3.0
1825,366000.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,670.0,0.0,200.0,1.0,0.0,0.0,5.0,5.0
1826,500000.0,-40000.0,1.0,0.0,1.0,0.0,-1.0,-2.0,350.0,-60.0,410.0,-25.0,-0.5,0.0,2.0,75.0,75.0
1827,601000.0,152000.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,540.0,10.0,420.0,2790.0,0.0,0.0,0.0,-2.0,-2.0
1828,615000.0,-225050.0,-1.0,0.0,-2.0,-0.75,-2.0,-9.0,-1270.0,-520.0,-550.0,-1876.0,0.0,0.0,0.0,8.0,8.0
1829,643002.0,-174002.0,-1.0,0.0,-2.0,-0.75,0.0,-6.0,-740.0,-240.0,-500.0,-100.0,-0.5,0.0,0.0,1.0,3.0
1830,675000.0,-125000.0,1.0,2.0,11.0,0.0,2.0,2.0,150.0,150.0,-20.0,-1512.0,1.0,0.0,0.0,10.0,10.0
1831,440000.0,125000.0,2.0,2.0,12.0,2.5,-1.0,17.0,1200.0,760.0,630.0,4990.0,0.5,0.0,1.0,-1.0,-1.0
1832,260000.0,-70350.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,-270.0,40.0,-290.0,-1240.0,0.0,0.0,0.0,-18.0,-18.0
1833,620047.0,909953.0,1.0,3.0,13.0,1.25,3.0,23.0,1860.0,1080.0,1050.0,131.0,0.5,0.0,1.0,14.0,19.0
1834,266500.0,-6500.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-250.0,-40.0,0.0,138.0,0.0,0.0,0.0,11.0,11.0
1835,318000.0,-75000.0,-1.0,0.0,-2.0,-0.5,0.0,-4.0,-70.0,-603.0,470.0,1621.0,0.0,0.0,0.0,3.0,3.0
1836,1050000.0,50000.0,0.0,1.0,0.0,-0.25,0.0,-3.0,690.0,250.0,430.0,4129.0,0.0,0.0,0.0,0.0,0.0
1837,255500.0,-6500.0,0.0,0.0,0.0,-0.5,0.0,-4.0,-320.0,-350.0,500.0,-6830.0,0.0,0.0,0.0,8.0,8.0
1838,675000.0,45000.0,-1.0,1.0,-1.0,-0.75,-1.0,-8.0,-50.0,20.0,-70.0,-2225.0,0.0,0.0,1.0,1.0,2.0
1839,1290000.0,-385000.0,0.0,-2.0,-8.0,-0.75,-1.0,-11.0,-960.0,-200.0,-740.0,-2546.0,0.0,0.0,0.0,2.0,2.0
1840,650000.0,174500.0,1.0,0.0,0.0,0.0,-1.0,-4.0,777.0,50.0,1000.0,590.0,-0.5,0.0,2.0,71.0,71.0
1841,800000.0,-37500.0,0.0,0.0,0.0,0.25,-1.0,2.0,250.0,-20.0,850.0,-972.0,0.0,0.0,1.0,-3.0,2.0
1842,625000.0,-45000.0,0.0,2.0,5.0,0.25,0.0,3.0,-150.0,150.0,-400.0,-3450.0,1.5,0.0,0.0,-80.0,-61.0
1843,378000.0,2000.0,0.0,0.0,0.0,-0.5,0.0,-5.0,-314.0,-314.0,0.0,-1033.0,-1.0,0.0,0.0,0.0,0.0
1844,640000.0,165000.0,0.0,0.0,0.0,0.0,0.0,0.0,-570.0,-390.0,160.0,192.0,-0.5,0.0,1.0,-3.0,4.0
1845,535000.0,-15000.0,1.0,0.0,1.0,-0.25,0.0,-2.0,-430.0,70.0,-500.0,527.0,0.0,0.0,0.0,-14.0,-14.0
1846,1030000.0,540000.0,1.0,3.0,16.0,2.0,2.0,29.0,3110.0,2970.0,460.0,0.0,2.0,0.0,-1.0,-51.0,-51.0
1847,385000.0,-210000.0,-1.0,1.0,0.0,-0.5,-1.0,-5.0,-670.0,-220.0,0.0,-695.0,0.0,0.0,0.0,49.0,49.0
1848,330000.0,23500.0,0.0,0.0,0.0,-0.25,0.0,-2.0,-20.0,360.0,0.0,882.0,1.0,0.0,0.0,-2.0,-2.0
1849,530000.0,-30000.0,0.0,1.0,4.0,0.25,0.0,3.0,-180.0,-370.0,370.0,11987.0,0.0,0.0,0.0,-6.0,2.0
1850,463000.0,-76500.0,-1.0,0.0,-1.0,-0.75,0.0,-4.0,-470.0,-330.0,-20.0,-420.0,0.0,0.0,0.0,2.0,2.0
1851,255000.0,-45000.0,-1.0,0.0,-1.0,-1.0,0.0,-6.0,130.0,-320.0,600.0,-110.0,0.0,0.0,-1.0,5.0,5.0
1852,389800.0,49700.0,-1.0,0.0,-1.0,0.75,0.0,6.0,-210.0,-450.0,660.0,-2567.0,0.0,0.0,0.0,-10.0,-8.0
1853,350000.0,-35000.0,1.0,0.0,1.0,0.0,0.0,0.0,1030.0,1120.0,0.0,-1615.0,0.0,0.0,0.0,-5.0,-5.0
1854,349000.0,-10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101.0,0.0,0.0,0.0,0.0,0.0
1855,812500.0,-157500.0,0.0,0.0,0.0,-0.25,0.0,-3.0,-210.0,-380.0,-80.0,-937.0,0.0,0.0,0.0,1.0,2.0
1856,695000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.0,0.0,0.0,0.0,0.0,0.0
1857,451000.0,234000.0,2.0,0.0,2.0,0.75,0.0,6.0,220.0,240.0,0.0,253.0,1.0,0.0,2.0,-1.0,-1.0
